timestep,import_capacity_kw,export_capacity_kw
0,5526.7804902715525,3595.337392440474
1,5378.582713440014,4519.331825907007
2,2292.035862272775,2094.4677976112744
3,2698.1850284696047,1780.8664164991649
4,1970.0453334599085,2004.342258764119
5,2870.599278031168,1659.679330872361
6,5267.859614224679,3921.6154876668743
7,4106.387525537872,3795.5016696134185
8,6014.345691237132,3254.7217346117095
9,2179.7571775113915,1744.818522179906
10,2399.156876769245,1958.4815911220494
11,2763.929917059332,1909.8378882530308
12,2535.0889515875783,1786.9381684726916
13,4982.529514569507,3832.6202023206283
14,5427.720803376735,3606.202564993874
15,5009.120730833426,4305.259372262228
16,1742.331670497309,2023.798721090658
17,2575.064770129921,1811.4745491075225
18,2375.5376707541336,1724.0133175232595
19,2699.4477078938967,2170.6461360077546
20,5790.455492721835,3941.414080637286
21,4461.419901512638,3574.2879276559192
22,4412.372957096927,4370.45546396191
23,2364.011786212678,2174.2761462059184
24,2868.0891600924583,1990.396721425398
25,2566.3921790721,2002.4025719462247
26,2722.054302264918,2019.530970778898
27,6201.079087403711,3945.0687080321836
28,5102.882661188226,4188.508294290638
29,3899.5359680010843,3640.9823766125246
30,2482.1431974304974,2219.726552261275
31,2547.7361964368793,1980.091329303542
32,2545.693218721046,2076.0986797202436
33,2796.508282854658,2034.5221774717106
34,4586.923531402207,3608.1620573569735
35,4327.201803812847,4033.69257073261
36,5256.731408519923,3925.9414766724017
37,2168.5561108637253,1564.7640018860334
38,2666.4895580892676,1769.424816452152
39,2086.510985009764,1691.1200453972258
40,2749.892950668956,1946.9739966489758
41,4662.677427739938,4380.787840742061
42,4039.6213987133106,3683.827944773562
43,5132.839983673284,3441.089909910889
44,2512.6874085074896,2242.99107176225
45,2769.0408526855176,1786.57070742736
46,2828.022933938855,2044.2012625462494
47,2521.205598636788,2115.3777412124323
48,4126.818550489187,4090.4272509789257
49,4669.1065099069365,4195.232454200429
50,3869.7367887795035,3778.3243409892298
51,2308.6648342296235,1969.0571174459922
52,2180.9450268066885,2020.1557459337982
53,2432.5789987471135,1599.4840353935886
54,2517.329271873017,1859.6064519168335
55,4519.7950501945015,3690.725166822804
56,5106.081152081367,3595.144303273647
57,5525.943376352189,4296.817048372761
58,2255.500393718018,1934.245160286117
59,2637.081742981643,2312.230394231913
60,2405.239006588315,1936.2475867640542
61,2507.39946528921,2265.273118205655
62,5752.815814569258,3366.514863946171
63,5668.02341054608,4127.2693466348965
64,4675.1714136961655,3700.764909947253
65,2595.405177567561,2271.970451446973
66,2281.6834420689756,1519.4933897357532
67,2312.203387911255,1973.3989403747244
68,1911.695416177402,2080.8566024363213
69,3586.891517931633,3987.2198825971236
70,5635.948244146971,4018.0856747393063
71,4892.310059894127,3390.865554708238
72,1872.119459756841,2071.267371928076
73,2565.262593780132,1948.333901754945
74,2526.7590704640897,2079.090176515222
75,2414.0915989438054,1969.8153134286304
76,4280.479904693245,3578.3789672971016
77,5218.1194216222075,3808.0692982217743
78,5089.537209468001,3448.0982349853066
79,2373.135567432189,1519.500663319668
80,2763.065211274311,1430.8200332346844
81,2134.6912410900854,1966.8197146561706
82,2720.1619047735217,1898.8626025208998
83,3990.2248238314673,3870.9727038859965
84,5226.156032509677,3712.553025593503
85,4191.407728070157,3985.8103368868015
86,3190.0498309145796,2229.4489160622024
87,2095.2244179285267,1943.9625673167038
88,2671.3371887656162,1801.179367054038
89,2212.6126652584953,1647.6372802377512
