timestep,import_capacity_kw,export_capacity_kw
0,4621.102939821303,3989.587472733294
1,4791.964337863252,4067.7724487442174
2,2598.704149208835,1818.8438737783242
3,2388.376075373078,2003.8005630314992
4,2613.600477281121,2037.8484738806958
5,2251.262967068732,1848.8128861098166
6,5022.546023025685,3804.8816586471116
7,4724.647486220281,3766.7205496099355
8,5172.171422053641,4079.9698356352865
9,2537.8937262792415,2097.995413417392
10,2491.842564176953,1996.575483083466
11,2546.5629828829237,2110.5248544732026
12,2709.2282701245845,2116.4343911269343
13,4997.227648115261,4057.9698755072923
14,5224.199008227657,3755.555310175824
15,4729.552041723718,3903.0803707239393
16,2710.705513550082,1989.2262292054097
17,2524.0199980368297,2001.795212164748
18,2608.461832204413,2193.13121677317
19,2542.6814568665136,2227.166300596963
20,5147.502785330693,4227.12811525078
21,5104.522733978662,4124.045976340035
22,4855.75081841731,4089.419012960791
23,2554.3247447316116,2024.2869987297802
24,2338.6099068714366,1811.9036377283385
25,2396.8741586330657,1859.4578888896742
26,2664.522443480328,2186.3802641478005
27,5273.607534673348,3926.9703153930973
28,5434.571087191514,3931.186456142641
29,4993.005307625891,4101.798480455591
30,2496.8874970839693,1916.6123252399957
31,2372.642454108303,1859.7344113032918
32,2659.457053594688,2057.2399170554004
33,2721.3538923690735,1940.834710251179
34,4709.944728952043,3931.851787555789
35,4854.114513058293,4000.719879250667
36,4884.337021505321,3934.982208404054
37,2560.4385932969153,1902.8632086058096
38,2498.440635847057,2053.422945586693
39,2394.562194048275,2042.9653575554028
40,2480.144095585992,1799.6866326599102
41,4404.665150538946,3974.7999126812942
42,4994.043074835023,4322.038297037683
43,5019.06320016188,4370.589866807553
44,2555.929452134896,2005.0545829014604
45,2661.9986688414683,2017.31087032005
46,2504.176406913617,2218.963048344631
47,2521.448676589082,1996.256396513761
48,4861.577676110957,3866.8102191994594
49,5031.744270383646,4134.94027625428
50,4388.202608262552,4283.568014950961
51,2410.9908264985293,2021.204919074045
52,2472.7113020088373,1831.4002926344062
53,2476.858342054646,2129.8632001407177
54,2511.8381068569524,1799.9169797693235
55,5291.904082184701,4001.8830040764487
56,5062.0037560162755,4071.3313721424747
57,4783.753296795578,3734.677953415793
58,2609.492510925156,2064.24443786986
59,2595.9071472487803,2002.292582584213
60,2705.919214394323,1992.7482736220336
61,2438.1294429794943,2150.8814740460384
62,5205.76961735162,3969.453175140839
63,5163.203668325041,4020.6253410670156
64,5196.99151106941,4218.555381989403
65,2458.081676782446,2185.719471425141
66,2440.4925661756906,1919.373725701845
67,2319.08202905617,1951.1639129103594
68,2432.6529421881596,1903.2319156233089
69,4886.468184238082,3813.346128151865
70,4994.082092599466,3997.208356785925
71,4432.670488594039,4196.868915750352
72,2305.6995288397397,1879.5473991484193
73,2442.648977549422,2154.2001600379654
74,2631.141060285336,2005.3632060448683
75,2517.4630141903094,2083.098538033179
76,4957.828604378169,3673.3512895761924
77,4457.175955331998,4025.013347981944
78,4696.369090844221,3844.595674117959
79,2469.1123772105357,1862.3686307453397
80,2584.8605326379043,2009.1964065555815
81,2428.6319989024664,2118.56520610256
82,2362.205040655657,2173.4949644271883
83,4757.24381981984,3988.660939737463
84,4861.218545669388,4197.0679757064245
85,5173.5623789764995,3968.8785806154146
86,2546.1908738816514,1977.5875848485498
87,2290.349847496616,1820.358410205633
88,2513.8378203406733,2035.1798962340922
89,2335.8287774953446,1875.9696215326487
90,5016.606464563317,4327.018574956829
91,4708.887923284253,3909.514401126698
92,5031.760126376569,3865.9604629106148
93,2474.9819108100073,2076.1148708701107
94,2432.5829763784614,2086.5719917229226
95,2512.0695952696346,2173.9895096772216
96,2488.0353116857627,1995.3214083050045
97,5002.638126594659,3690.830144419412
98,4463.016975746338,4477.981935082681
99,5109.525879503186,4133.80085427853
100,2485.5392245102717,2056.8784081331196
101,2601.536121085194,2026.0128740385892
102,2452.0044527653927,1954.5482332607526
103,2580.0221873552778,1995.0943173907085
104,5138.152557930476,4160.522018511543
105,5398.804162705405,3628.6114131145364
106,5218.441676718302,4098.043158874004
107,2413.1683110664926,1961.090786339748
108,2334.129594883095,1875.9870282455972
109,2346.8665174687476,2066.938097335831
110,2594.1127654783895,2045.8480413591583
111,5055.166598838199,3905.0484892537324
112,4809.462134812969,3906.329586140312
113,5190.346180334643,4155.002242824177
114,2428.2295652884377,1886.696130732315
