timestep,import_capacity_kw,export_capacity_kw
0,5022.885491261213,4157.978011423399
1,5055.917759131418,4018.9054467646984
2,2530.5415474578203,1923.8317083986774
3,2730.459790205564,1839.6863906866568
4,2497.3374208473724,2033.2446541247452
5,2465.9356737443522,1835.9845571498458
6,4660.026489839063,4309.54049433416
7,5390.369225523474,4385.654186261411
8,5021.922956702073,4370.3075356896015
9,2436.8471525744744,2054.5720927012508
10,2410.5788464720504,1810.6938276790322
11,2704.3778668358827,2135.600645908811
12,2330.397197922228,2026.6965605578266
13,4883.594058246401,3914.6244982927424
14,4352.860653956643,3838.112710455118
15,5483.8273545161455,4181.508815186823
16,2441.9570768517983,2078.441541226759
17,2540.5989265844337,1791.5835346440065
18,2580.3952080560784,1906.8114303794312
19,2336.2437487729735,2042.4158702893674
20,5136.64210594239,3884.3369673218685
21,4740.001929162851,3863.4078077276854
22,5387.229088711209,3780.031056656982
23,2404.729954267748,2048.21508836881
24,2553.260280133842,2067.5456464470108
25,2504.30965955292,2018.8714075348034
26,2691.454676405364,2044.1296716353481
27,5312.465443609186,3930.15264538779
28,5243.030865427437,4139.22358680162
29,4971.144291316959,4041.1493409054524
30,2555.7950206498854,2077.414847044241
31,2443.092982826967,1879.7151178984354
32,2294.852143461496,1956.6772418958963
33,2663.80845410942,2169.060032776367
34,5186.941595736333,3931.173340487513
35,5275.826380811375,3987.6014531462383
36,5729.776972517427,4155.512930918869
37,2573.3168989061123,2074.890640487537
38,2517.3321398510275,1827.5270584701339
39,2513.7458507987335,1941.075229767785
40,2344.145512640211,2018.134620580751
41,4851.316942689337,3994.5920657981724
42,4793.1253350179595,3926.085656125683
43,5376.053233826688,4047.632990927008
44,2754.6617580946727,2055.382287634069
45,2620.3163004648272,1977.9913520064376
46,2148.6916807590283,2296.9055817372264
47,2553.7223181246727,2004.704810912849
48,5018.819432630606,3419.8216280976994
49,5092.629676127501,4113.81443294451
50,5216.728310732076,4208.996150254645
51,2501.2381999138893,2039.55346081423
52,2450.417681349453,1849.458319815836
53,2440.178854122152,1833.9352499734578
54,2187.1142543173273,2035.9883603453545
55,5023.321074015888,3925.220781401389
56,4656.310859759649,3957.786897266698
57,5078.91445812138,4350.918664779681
58,2495.092280008527,1965.294967138125
59,2460.0454129113227,2104.68733977801
60,2614.43003973563,1978.0220124229852
61,2474.0656739174156,1820.615175089892
62,5265.953770365212,3699.6133626296987
63,5105.618425030162,3834.0083484858137
64,5077.739057841569,3899.6347533423013
65,2604.7532449308947,2105.274018112703
66,2420.975153966649,2081.8525198239345
67,2516.545192660696,2029.3180327443308
68,2368.725600991907,2151.6120603042195
69,4873.441666624449,4172.070896872648
70,5003.6562241098845,4049.7104241012175
71,4586.696997374855,3631.5338024684124
72,2592.1664496220296,1890.2695055311362
73,2529.9198037093706,2039.2631543087032
74,2319.161185126412,1996.0209520625406
75,2553.66968733097,2022.665503047543
76,5572.361468690697,3984.058925388847
77,5031.969783571175,3707.48048244308
78,4791.719694968078,3978.3025317627284
79,2482.4947653912345,2072.809252237445
80,2550.6727092146684,2150.933630037063
81,2515.3187516783014,1835.8978078721339
82,2564.3742746205876,1902.6436740741988
83,4621.190022595798,4072.1759973176886
84,4975.819576350865,4248.694228345537
85,5097.753044886365,3793.5062478507875
86,2554.942565306541,2085.401654401929
87,2442.4763471803635,2011.3319424602407
88,2487.8823832248813,2302.9539452518316
89,2290.5534722132097,1987.6513331102208
90,5395.369421366278,4171.018453087053
91,4970.3237097695965,3889.4891366675183
92,4605.117744740329,3956.403293106234
93,2279.1560394243843,1986.7161354092225
94,2440.937874001625,2146.8938201731876
95,2439.153295479724,2109.6214244699477
96,2562.113006087491,2139.3274197928536
97,5454.2333982713535,4119.442580068406
98,4701.103131811212,4131.297648704654
99,4718.544682098138,4141.280396987332
100,2405.550710859473,2024.9171579375197
101,2523.3735863202533,2113.3092261046168
102,2614.4801130700607,1909.6988375954952
103,2470.0614731492255,1957.4575184763528
104,5266.623503168526,4063.0337139342832
105,4926.407547748323,3537.1621515072984
106,4949.865048701191,3841.8872684019498
107,2610.921981218322,1996.4394876773388
108,2447.476381084217,2065.738556478615
