timestep,import_capacity_kw,export_capacity_kw
0,4660.55981362349,4215.670785317604
1,5064.325407241278,3939.7578747712487
2,2466.0442556461126,1978.5533630617897
3,2649.919863806559,1937.969228176307
4,2216.8222362082624,2004.1116360462854
5,2468.393733146506,1954.7883229452104
6,5448.450390760698,3904.7931446406615
7,5062.279017393611,4071.6570602399615
8,5195.934023490721,3977.9410837568703
9,2470.0546061878845,2113.672496172523
10,2461.506242193948,1920.3718653287776
11,2220.7173826224957,2016.8150227035499
12,2715.702135963214,1972.0071437448614
13,5008.712396933207,4288.5472864712165
14,4841.043551586741,3564.6105848878424
15,5081.284210976131,4170.748486307073
16,2668.7917170300716,2033.9368305694752
17,2464.7367857598524,2054.4657276958596
18,2654.9809053689037,1950.5100390529024
19,2440.0959148327433,1930.5696856820348
20,5233.879280088894,4054.4399999727084
21,4918.218469454989,3840.6704551364955
22,4504.01200879798,4087.6588603863856
23,2414.5046687923987,2085.9884328949593
24,2630.7097996148805,1990.5899897152224
25,2530.5811506497657,2030.3490331732567
26,2641.2413867011414,1948.9782507543941
27,5714.145574021399,4158.983505356058
28,4996.232889230689,3959.067979407503
29,5261.699224936408,4147.009447639541
30,2315.3203240991197,1779.5296963702588
31,2563.607968049463,2068.4681940296828
32,2581.6402002882137,1950.0773512413925
33,2318.1529487176604,2108.7321785319155
34,5369.298955663443,4076.990005214261
35,5279.3138342143975,4302.4070581325805
36,4963.267626712794,4060.7212816996
37,2603.0020110907267,1946.257998481825
38,2565.3967753812267,2005.6077285316185
39,2596.4330416357507,2091.8500589174296
40,2555.8968141229625,2067.019646497608
41,4872.3714437384915,3832.165740518003
42,5671.999534957372,3842.218238675939
43,4671.311567845328,4013.0622337789505
44,2298.36623213255,2128.3742582908853
45,2296.3185253998527,2052.372719618185
46,2507.1481839459057,1924.1726442435531
47,2346.654813986513,2208.0013690987903
48,5068.583798524941,3876.495231769073
49,5140.165481881759,3764.052032820157
50,5054.798128678003,3687.860619075219
51,2538.195328634719,2160.6125351475584
52,2520.4130982044016,2079.0325962107563
53,2454.5070776310713,1935.7876464318308
54,2274.167134092921,1811.2337774086195
55,4819.920946942578,4043.482401232267
56,5233.044733185647,4211.737905538594
57,5100.059269907197,4370.845699431254
58,2491.6248995823116,1909.2784875754735
59,2668.440039412929,2082.419334322177
60,2455.3680646015387,2099.0907119747935
61,2529.436372165933,1952.7314876101018
62,4708.578055434108,3755.864172050883
63,4903.914299431251,4234.267681185522
64,5189.661069070179,4269.486135143084
65,2495.0806619556965,1962.5936730154615
66,2536.170667758757,2135.85281600265
67,2561.4692808704353,1944.9954912716069
68,2417.8817772147254,1966.0026122451973
69,5300.830018042843,4032.8510827594278
70,5036.393393997251,3958.4933492143646
71,5469.612297234302,3896.948269485745
72,2473.2258564362432,2149.6139760113606
73,2450.0560318682433,2018.6624783429932
74,2371.888378193307,1909.2742920091346
75,2466.469131133373,1941.8474679881917
76,5063.741548112452,3842.597040621824
77,5018.238633581111,4109.138858161263
78,5403.759646694064,3740.5449230286745
79,2469.1184054408327,2100.1960820400013
80,2636.151243747047,1992.7862205099552
81,2412.492895847503,1965.401752936571
82,2652.3591281948943,2029.6663813664804
83,5096.675017650655,4094.942523103868
84,4750.541801771478,3986.353038822033
85,4982.819638818462,3886.0301124549283
86,2629.3017051026072,2136.7418896441804
87,2386.769324000545,2043.8342051191166
88,2351.136952467947,1945.007286618315
89,2414.898278066285,2098.9671966700316
