timestep,import_capacity_kw,export_capacity_kw
0,5111.155355157164,4126.5133051764
1,4736.731619051071,3841.5903930697136
2,2671.5382036221226,2082.94910381742
3,2516.074470602211,1993.3351926884666
4,2361.8978742726154,2134.950170056477
5,2501.396923780502,1986.6791464830371
6,4955.267619093197,3902.6794956757917
7,4883.628051491039,4022.3267893395887
8,4964.365384616318,4270.62685548561
9,2473.6897445886166,2030.8250985658588
10,2481.782609193385,2032.0463186124175
11,2483.736736675139,1998.185534114836
12,2365.6548180455734,1984.1184327128824
13,4825.867997293389,4437.65923288673
14,4682.131595432747,4131.944570335764
15,5256.344077515535,4274.793450500298
16,2490.5024371914087,2029.463424608804
17,2539.4123882609097,1785.6672980769365
18,2540.9629716080044,1968.5057630306712
19,2416.4795757190914,2077.910887767893
20,5061.643358832442,4207.999948014343
21,4927.2202830093565,3510.242430213325
22,5139.864993823358,4138.7348761029425
23,2558.6352184027555,1949.430329860375
24,2466.033642313545,1846.6827339052834
25,2603.1177772871188,2044.486778643503
26,2430.4726825893517,1995.9012229361917
27,4953.802926966151,3758.7476014664326
28,4794.148172686147,3975.119347231714
29,4903.393130917046,3877.936439144126
30,2549.0620111953062,1935.9483832429887
31,2591.070848416427,2109.3405236222943
32,2408.1980982296113,2082.9840088512
33,2456.19105772028,1904.066613616108
34,5087.575855528152,4027.4451332035605
35,4292.696683058843,3994.9509196743156
36,5089.299643153649,4377.750656551844
37,2574.8744860022366,1942.9359995732866
38,2440.1773686181677,1992.2886329927214
39,2662.684470526317,1825.6420493515318
40,2357.915990386999,1804.9686064373493
41,5131.050600894576,4027.426173667943
42,5029.471848697262,3760.492867948997
43,4724.055562164845,4222.717017775466
44,2534.2872344606544,2262.4471333172087
45,2352.536773677593,1925.0333537523143
46,2488.958332116347,2026.5464480182268
47,2330.28903281781,2073.2114284536865
48,5289.607687447344,4220.404185589024
49,5160.06371460116,3836.8679066755267
50,5274.440636799706,4146.387676567315
51,2614.243613842313,1976.4528567038453
52,2452.762982669255,1993.386778558951
53,2466.717451174284,2090.422415368993
54,2685.18517405803,1993.4127161161346
55,5275.472489689883,4277.7984367900835
56,5106.409423426123,3955.503253379916
57,4772.761670259014,4156.129157562673
58,2387.2392553034783,2104.3526634004306
59,2530.650153877154,1980.1262893438156
60,2642.284746973513,2043.440311501347
61,2607.2468580059294,2032.0448966048493
62,4591.552417921951,4265.76091948664
63,4996.589881170297,4145.669518597859
64,4990.123925121276,4287.6999401837365
65,2573.828264637807,1865.7443008169423
66,2491.3836458105666,2141.428160307229
67,2449.9934570629935,1998.756100505848
68,2462.180136585104,1890.4412600153698
69,4815.170199328558,3831.8039281140714
70,4990.191642211253,4119.012766478661
71,5190.147274478336,3967.3216613746877
72,2364.556657588064,1880.4007981652658
73,2432.290386896211,1916.57562527005
74,2627.1976289995678,1861.0715528175288
75,2532.962414227198,1829.424037867961
76,4836.949796025984,4101.526441733198
77,5059.014020409157,3920.097411401628
78,4783.12734668188,4170.424741484618
79,2596.5531875765964,2129.0138021632874
80,2601.101296956055,1810.474725512306
81,2501.4939386753995,1955.8147080506
82,2780.355119997384,2034.530802671696
83,4828.653009574301,3988.5592430494053
84,4806.835210152537,3765.4136834601086
85,4924.077013126183,4436.167538587696
86,2574.1758622023353,2019.7969063660491
87,2287.82082649235,1819.6911888510851
88,2347.984395364589,1872.1439781825918
89,2372.0398099382305,1950.5546714440743
