timestep,import_capacity_kw,export_capacity_kw
0,4722.3230423517025,3816.2693802893546
1,4804.643531111667,3772.911238007987
2,2623.8918986765725,2044.3169462541011
3,2452.1534634060586,2025.12669006014
4,2453.7857492870903,1960.0462189216564
5,2484.9549643384976,1970.7131962128353
6,4823.912544002771,4387.181490675707
7,4938.881808220594,4088.5148434423995
8,5069.816801420824,4281.733151821054
9,2410.8509589036203,1986.997832937427
10,2421.9459094090826,1969.9439862114693
11,2407.2320198531593,1804.3095595424945
12,2245.0513623699835,1881.8506641511005
13,4625.131166406284,4284.493311474284
14,4988.201773350453,3853.4851838472036
15,4888.98835047363,4067.5084589097282
16,2625.498768710855,1937.0496665399976
17,2477.1023066767434,1847.0299805446034
18,2598.21006223902,2123.154663151553
19,2362.4124306122794,2120.1611732981796
20,4724.248759314642,3841.0066869165057
21,4951.355364322061,3811.243980096188
22,4731.156716908789,3783.651107585819
23,2482.275518920667,2060.0125593189405
24,2643.656742862714,1966.7940755134796
25,2514.601587324028,1956.3551233449466
26,2392.0772346671224,2010.989742347309
27,4983.710459316449,3905.603749965086
28,5246.014869785123,3724.230606536338
29,5018.692491888132,4480.202720864011
30,2519.326884568014,1942.16498485643
31,2513.9585018986627,2080.430763073138
32,2548.571833123276,2000.5009416857956
33,2378.4766369404947,2227.2251327740796
34,4786.5009599490095,4016.847780187046
35,4972.956996426646,3785.405984133432
36,5298.392585743603,3837.379437076323
37,2620.0766036890673,2093.231288487531
38,2431.659300821792,1953.6241408931544
39,2334.26301459945,2177.79036544075
40,2448.1532648501457,1755.4054022324829
41,4802.496599250683,4201.607857758921
42,4909.021239423062,3682.9052197526526
43,5174.499332097671,4182.561980384562
44,2497.4021241629,1878.205638628736
45,2307.9732539808897,2027.6468767671897
46,2673.963511701495,2015.2335901176532
47,2236.0542030772967,2034.4083182464967
48,5228.026951799463,3703.994463627434
49,5089.921764087892,4023.8339481986063
50,4346.873462083889,4056.6766819407453
51,2622.431220838326,2068.7526454944914
52,2575.2135829902445,2182.450336662282
53,2562.2282304692967,1822.2250009247323
54,2422.444703466708,2067.022259445207
55,5090.675132977053,4027.26049460668
56,4606.955262443212,3762.07628025621
57,5147.693495626908,3990.3485353013357
58,2280.499084225852,1996.0879863884986
59,2288.6316928596425,1942.0182835379308
60,2476.5739538131384,1794.5460885415264
61,2639.6438835808804,2052.949835954933
62,5060.066619796162,4160.138588712283
63,4844.216931884152,4451.258128370308
64,5271.290603514318,3962.003947481827
65,2562.136822471563,2012.8352495519782
66,2414.1582951390956,1858.2086942911935
67,2357.111960803952,1969.2659753698138
68,2543.239084315552,2089.557989012722
69,5199.640997983427,4032.0585656746016
70,5159.854848021472,3925.0001522482685
71,5089.761400397526,4053.7704743876234
72,2528.2164513414664,2075.3474911516537
73,2443.8677405104486,1959.4514760957932
74,2393.171213896752,2043.6479572139792
75,2289.0545461909046,2030.1102067082325
76,4627.9453356461645,3862.5991736807246
77,5139.649535528857,4103.403293823979
