timestep,import_capacity_kw,export_capacity_kw
0,5687.856816307866,3995.799085818037
1,5695.081460629224,4198.337958715035
2,2806.7228661988643,2019.1014453961013
3,2353.9815235347237,1758.2208730638702
4,2308.7130026487057,1883.392507884878
5,2174.4783658660053,1773.3764632746381
6,4726.775733154744,4555.661731479995
7,5299.51753684157,3615.258166153006
8,5516.289011475794,4084.7133304257604
9,2760.9627756197997,1869.4050365403739
10,2774.5960112490543,1907.3812620612655
11,2700.4161076891014,2366.7764967078087
12,3242.852063524555,2073.3278148530153
13,4966.280072827269,4164.0015328056925
14,4916.2281129192215,4189.289066633083
15,5209.661535505789,3774.203738442695
16,2232.533282285575,2314.36255978786
17,1974.1225543868468,2090.1304299472054
18,3160.8293841441027,1808.8142398737887
19,1843.3889459102916,1975.6459552513822
20,4387.9798604032985,3692.827034054627
21,5251.493585285524,4214.429696388936
22,4633.452007375759,3944.877288327566
23,2411.964653333441,2105.266779226494
24,2679.7733031218777,1947.9516191475395
25,2432.534084012812,2096.3397158396283
26,2396.5029701341555,2425.0262432563395
27,4221.773378595323,4155.527668739069
28,4949.213274394888,4030.394853256774
29,5030.897604697951,4516.086789306232
30,2405.959724216531,1558.1845869893498
31,2359.68815389694,2226.812116808797
32,2361.903557833096,1796.3090557672456
33,2486.9182410794806,1850.295817947507
34,5018.6005095469445,4660.403635815417
35,4700.833443330684,3585.4460137774126
36,4532.664892144432,3376.0601732000778
37,2096.7190387596843,1920.5580287614423
38,2173.952126870272,1919.9500115626313
39,2016.3340750734158,2139.525283661099
40,2620.1838263734644,2148.2425997409323
41,5107.0738611543375,4113.821102792981
42,4438.24859056702,3771.6774759928044
43,4843.332492873295,3466.5776213508084
44,2432.220510205561,1361.244561004146
45,2391.0243149417165,2250.1119276285267
46,2754.667940896718,2091.5602315179367
47,2486.0239426848952,1938.3684094779985
48,5179.092251870558,3828.641683258207
49,5190.019697366909,4191.3958447488285
50,5043.605218168882,3731.9645319805545
51,2591.1891219606737,1925.5826503908233
52,2293.580078522957,1709.1073726693382
53,2585.346470432243,1798.0774617397255
54,2539.145556723296,2165.345800883962
55,5156.24870923832,4267.906060062367
56,5172.703208081733,4262.792275515804
57,5250.781718456734,3742.064202262599
58,2547.5491503305975,1965.962747841115
59,2848.035223073892,2086.7208094622865
60,2361.1575642336925,2179.8157772051204
61,2789.1355192918536,1963.9973187242501
62,4067.1475945828147,3804.037308864688
63,4678.862439557537,3897.6980976580244
64,4562.4329422573055,4371.74345377771
65,2858.225000499365,1972.6553731461104
66,2798.200416787931,1880.708259615733
67,2770.7385667217736,1961.5633244730063
68,2125.8612425842084,2073.3844004720113
69,5075.446396989158,4530.970295392703
70,4650.49795373201,4649.318591728345
71,4530.523293323179,3758.2541130283266
72,2489.554347733964,2092.0365850691046
73,2373.859437124636,1952.7164281047228
74,2393.0387131756434,2073.375111890176
75,2257.4268205542826,1991.604339880287
76,4835.367699300217,3670.3567234194716
77,5061.858904551544,4322.442361338647
78,4839.9448422861515,4575.819485919143
79,1827.4368203056447,1820.9304700715352
80,2274.5507979383046,1865.249878702352
81,2451.492216583332,2143.0463900571363
82,2543.2266401567927,1832.362349762269
83,5515.5493347801885,3919.5004445551617
84,4633.325322121374,3096.055861009194
85,4726.133630513544,4040.8642550915433
86,2950.159987795745,2007.1609527530075
87,2131.9449115411035,2290.57538898521
88,2923.265549927152,2332.610956147828
89,1925.7763866231908,2235.7019620618485
