timestep,import_capacity_kw,export_capacity_kw
0,5508.584778920805,4724.514046882639
1,4881.776296538675,3541.677588924196
2,2665.471369257266,1914.64544615482
3,2591.0196858017257,2204.2584766627765
4,2300.419143927294,1974.9993307771813
5,2838.135991549401,1771.3977890236683
6,5103.040967886234,3804.195132115922
7,5864.626073376047,4173.819438250721
8,4807.47406268475,3782.1138111913583
9,2636.448484603882,1879.923044675763
10,2854.0176816415474,1623.2772545579382
11,2269.9705099391044,1971.6023199350375
12,2513.566446225654,2121.6129138904976
13,5471.698197724112,5107.030952024455
14,4910.580212845402,4160.881815747614
15,4481.578643976323,4715.701124919944
16,2478.2213337516882,1850.9850970514626
17,2601.0266063079216,1910.8252464188568
18,2375.4675543261337,2197.3731081544183
19,2393.986796595322,1871.480909047127
20,5308.220766493008,4385.486890171553
21,5325.784602507595,2948.511095738863
22,4645.703107623325,3256.1042523180286
23,2430.205032205687,2104.0681857650134
24,2311.717549152479,2212.701997185265
25,2255.578199206192,2325.7655749483424
26,2431.94892218303,1539.2845227378778
27,4934.89014839393,3826.5075227216253
28,5026.632653430188,3743.100006596141
29,5265.9403079700805,3665.4131157907577
30,2193.192965515108,2093.8777903392197
31,2494.9715367729245,2299.3545679975095
32,3008.834865226696,1614.9593381928328
33,2681.710905011426,1849.320218130532
34,5266.677531000928,4163.650019872687
35,3826.9366944300355,4328.4476272002785
36,5373.79095790567,4339.24892988389
37,2952.639936634352,1840.9663008136556
38,2393.1412100658345,1821.7964828977558
39,2188.6132404465934,1695.5433249336359
40,2699.4531149537534,1984.9971692312936
41,4620.444352533195,3646.5069960397445
42,4291.288821330551,4193.12109925468
43,5031.945730751327,3288.241920639946
44,2507.2130319625408,2186.325884211655
45,2529.1434742653387,1963.6662144951777
46,2546.5862892295795,2234.2145311669924
47,1936.2135780832605,1919.2766679930055
48,4895.561086816636,4060.3591488877723
49,4189.137122326458,3927.8435441371876
50,5436.951655036406,3860.5149835984316
51,2736.63027539447,2082.5516203116645
52,2478.998461667387,1877.8757459475237
53,2618.368935096174,1887.1010460326902
54,2377.4192905749273,1997.8935655419543
55,5566.808818068014,3291.3592991830265
56,5024.136860534894,3316.543210914408
57,4048.226388161382,3512.195314292577
58,2362.2091940287482,2144.625035501548
59,2657.1304552766865,1832.553458824134
60,2687.1251514888722,2113.769267606014
61,2227.798921432555,1851.897919043464
62,5418.417745139399,3831.2343622163066
63,4467.4706913075215,3740.6814369368217
64,4052.8387333437154,4569.783750448859
65,2709.636821719417,2009.0140038713157
66,2556.077334927577,2185.3726841728335
67,2654.2331520259418,1625.426651572953
68,2551.0916868249346,2215.9509370978203
69,4724.329984389644,3346.5691029512905
70,5095.956242201986,4611.76417381614
71,5505.071482184059,4052.359156246385
72,2303.8771632355574,1935.7869027332345
73,2636.9931757456634,1843.4332629310318
74,2125.5272774171513,1819.6292929513743
75,1856.3252732943563,2055.0708265479125
76,5475.98000006191,3913.135011403946
77,4661.626463008688,4185.11753299029
78,4746.88092867954,3949.0455737409643
79,2508.0534763755445,1887.372050851026
80,3028.8067348095597,1763.0893443310638
81,2300.0166588380594,2326.1865431070214
82,2806.737252423589,1852.1341261310004
83,4856.261075826755,3694.9926717431235
84,5276.11538473806,3574.9344326630003
85,4774.286951181418,3838.044559232092
86,2291.4934006577782,2069.6754307873903
87,2284.5152398855944,1926.139420325906
88,2339.969897618348,1767.6956273444973
89,2529.771546494798,2071.1297477042917
