timestep,import_capacity_kw,export_capacity_kw
0,5148.561301681951,3820.7851132525266
1,5147.916386031162,4005.5775575542834
2,2540.5557920079664,1886.9080361778601
3,2433.290169972308,2092.5557234623734
4,2550.135910909011,1865.35104682727
5,2469.470099646334,2005.5258000007852
6,5066.145911866345,4174.730178862853
7,4703.344250990917,3869.8480340608717
8,4975.7456778351225,4120.251756691698
9,2522.1578962464864,1816.5824630993984
10,2510.007560435194,2062.241088379364
11,2251.4264333787187,2038.6311793662135
12,2342.918443398092,1945.1811138034159
13,5225.607112968931,3994.880626336714
14,4663.727305128788,3805.410220848075
15,4801.165878116902,4161.483597428587
16,2523.649548461949,1922.3666614468389
17,2589.5733430735386,2057.043949531187
18,2177.412924036284,1912.7885044554646
19,2489.9480416072115,1972.8539156492757
20,4894.781484323511,3942.8128837934632
21,5050.673248347894,3855.735540934092
22,4829.108594206886,3624.279778389403
23,2748.3039086148724,2081.16290975535
24,2278.5969548072717,2049.8032178247454
25,2378.497708081509,1996.228580724084
26,2420.025413337233,2178.8819391568563
27,4992.8582589875095,4037.427884553459
28,5002.9011611972,4327.91351208647
29,5178.464465899353,3636.391332352684
30,2584.875532982205,1693.7511163129304
31,2436.7202646435094,1889.7945620856829
32,2422.4320529923866,1988.481054956288
33,2705.7312045573885,1785.7393671364605
34,4468.730792477983,3901.1395317203364
35,5111.678138493434,3882.2731211005616
36,5357.299185007894,3973.222780442908
37,2419.663597292345,2078.6880286030737
38,2482.674260045302,1970.2878126753997
39,2540.4830562837537,1939.6252549066423
40,2288.888925410484,1896.2310523059286
41,5097.995935745221,4184.35327528787
42,4654.0331346405965,4155.604653685306
43,4970.421578274735,3439.2163000422106
44,2287.426852739996,1948.2443035927095
45,2601.632595763435,2142.0017445903827
46,2502.132436939206,1920.429847544319
47,2458.5841704684235,1842.1128757091658
48,5084.013488946597,3995.579182639973
49,4909.043883614384,4185.861072973766
50,5168.892859299323,3842.2493523370454
51,2619.882326265012,2008.1570499864338
52,2564.7009296177043,1924.0798687008894
53,2675.3722009988255,1976.6568607329812
54,2343.5071561008513,1877.0977332060093
55,4974.689139818121,4200.601193277775
56,4926.029175244461,3957.2942391221777
57,4588.634855627781,3729.819324597418
58,2455.624780389802,2097.879176047375
59,2594.8002430691467,2099.742748118321
60,2355.932702979434,2125.882328341367
61,2640.211345027689,1986.198115899958
62,4630.243686151947,3837.945783542494
63,4913.406978592898,4457.618408045239
64,5051.836687022675,3526.2599803213047
65,2362.3268012155536,1974.6887413748796
66,2383.1509001075956,1746.2009862092966
67,2602.244090002507,2132.616355766544
68,2511.8903292097248,2117.84229351975
69,4838.565707034349,3990.0332992220256
70,5122.886736478608,3822.348038189503
71,5247.315390893732,4076.2864915175865
72,2472.457108519986,1969.95064774009
73,2736.6383744992117,1983.652080766858
74,2377.4667225084045,2034.688348767455
75,2660.764651852317,1851.9784812632474
76,4850.240901216946,4111.123169436355
77,4717.714039535602,4011.7009871448213
78,4935.5694819540495,3893.0786902925847
79,2650.3589720778546,1956.0246387469006
80,2481.6516901890186,1879.2282580982462
81,2363.926416960254,2078.081894447233
82,2488.3156693040755,1985.3133973340325
83,4823.846704903701,4290.002473973513
84,4775.764472120453,4194.17912608597
85,5317.183231564708,3999.6777196715348
86,2449.618020044687,1963.8279667100521
87,2328.8194914791898,2068.446433698643
88,2365.9035969778442,2101.698057508961
89,2469.402526333852,2157.6226997463623
