timestep,import_capacity_kw,export_capacity_kw
0,4525.959324673757,3213.373045536974
1,4974.710820646114,3604.2003410618236
2,3153.7033419783106,1756.820539509717
3,2821.705727350243,1956.1953707652285
4,2663.640076522633,2092.511965900064
5,2427.52711565482,2164.234596119701
6,4447.842460509576,4318.585358121472
7,4014.9858863610216,3842.227418008708
8,5357.057869566668,4729.376597090134
9,2168.1917456041265,1795.9790563409074
10,2632.491661677029,2103.4605817098277
11,2347.57041667424,2032.8378325466358
12,2715.4351378206134,2137.163579610017
13,3989.460074902611,4744.41568016596
14,4555.228815929357,4236.778729057619
15,4911.008461578506,4238.327613030697
16,2350.219528801959,1808.815823816917
17,2639.935847561654,2039.946654166359
18,2274.6976542346574,1885.616915439663
19,2377.7717789577537,1925.0599892455334
20,5749.205102633344,4022.1920699376838
21,4872.155589730592,3086.2478569487293
22,4803.763593256718,4058.517985984368
23,2497.2765276997584,1973.3566112270614
24,2283.290894113492,2033.7869640960032
25,2309.1167048620055,2201.733632399764
26,2535.557159875048,2459.011571565378
27,5471.626169619715,3642.034483820883
28,4903.643482066616,4095.032277943037
29,4661.427193481068,4070.205044426647
30,2190.774262060775,1925.8800153654363
31,2461.9082557036927,1515.228159199758
32,2594.725454861951,2396.461075557107
33,2030.6982877822124,1675.7884511759803
34,4784.010899184414,4000.7430679413856
35,4555.534050728847,4742.9452541381115
36,4942.394403602513,3965.4600238700987
37,2396.521915043713,2168.0144920411994
38,2436.9346576044977,2102.184169085477
39,2352.13656693375,2004.5692645488086
40,2576.9380978421186,1953.7441769643779
41,4737.413379435335,3819.068414913868
42,4488.1103362866315,3875.0775564584187
43,5357.773365766372,3977.0081330389503
44,2328.577239725467,2483.666446281064
45,2929.924878167686,2026.413301505309
46,2618.468909313422,1870.9760586920695
47,2474.682505781671,1930.938051970855
48,5330.268554406865,3181.660363855172
49,5040.322864039373,3962.7905927780516
50,4487.390687539566,3841.6847343681056
51,2385.5058193014797,1888.5241385513248
52,2349.797292072086,1903.7953139800238
53,2571.0008467081134,1819.101571782324
54,2524.074258594053,2013.9430725566738
55,4420.138149170761,3425.203756048186
56,5586.681439099772,4216.305897388656
57,5268.510988905367,3654.4285591683624
58,2960.1110559036574,1807.3339381459587
59,2620.2284798593582,1890.0867292108744
60,2499.7947032091915,2329.4383701520715
61,1825.6381914050369,1759.3657861623049
62,5734.174650801361,3476.774406311908
63,5117.818883163036,3762.281976315047
64,5010.857421666137,4016.372042780988
65,2575.6149381780087,2260.2086011837746
66,2107.476287663692,2178.978606203207
67,2573.429521025085,1907.1906003877884
68,2555.165089364429,2431.9082204969673
69,5078.622690605632,3511.335673744151
70,4793.38841822045,3979.9082759725125
71,5718.172683548857,4511.6357712176805
72,2843.4051560670537,2105.0594992178903
73,2238.2281145882666,2022.8647387985625
74,2675.37145382173,1701.9777371170017
75,2206.189010090987,2212.052325775814
76,5162.730211391056,4595.694479565552
77,4108.019214402352,4406.722767832171
78,5769.947967955319,4499.731456321658
79,2771.533784963955,1867.1614997526506
80,2156.63203440584,1975.3678681053743
81,2532.599842057286,1834.701436707654
82,1897.3464350675501,1928.9651819468197
83,5299.878558631799,4439.656784209407
84,5155.522890856814,4207.231014822085
85,5638.671247576656,3367.0683896044293
86,2689.7900195117613,2108.2639145626013
87,2166.9021892869023,2231.031251869802
88,1992.4400603651143,1980.0339308920293
89,2491.308992042332,2126.8927283480007
