timestep,import_capacity_kw,export_capacity_kw
0,4843.510221987164,4020.0695473766527
1,5065.398544052729,4231.941528737458
2,2393.708080887747,2074.2208091725497
3,2251.5303185290277,2069.7003217803085
4,2420.2616704225775,2007.4912159587752
5,2381.7210041813323,1986.9792360635192
6,5168.181393865237,3820.1418165384366
7,5076.242941390129,3854.7475114863905
8,5196.168356411292,3775.8668738636475
9,2542.0215378128696,2102.155375901749
10,2571.768196027036,1989.8425200913439
11,2196.5530574588406,1999.226548024908
12,2638.0138319620623,2136.4967860625766
13,5188.499440805521,3675.3619237871653
14,5543.64004450861,4190.927588162749
15,5391.129477029979,4027.4806982459463
16,2453.542684007037,2037.778743658477
17,2563.907724308288,1877.992019848981
18,2610.561137427783,1767.8770907061605
19,2373.65403693178,2044.1453942421947
20,4972.835190474293,4325.8393010856325
21,4908.907261093275,3910.301718910498
22,4694.323565953662,4158.566556573096
23,2473.2114092311813,2179.331083719591
24,2355.642635519104,1941.6485874157586
25,2575.209302747271,1927.4351471540783
26,2534.8842978439234,2006.2434538867326
27,5001.657332562898,3689.4786832935124
28,5045.014670321422,4228.575794271484
29,5036.52079765163,4332.767929534587
30,2632.7981098940677,1989.192490282086
31,2340.9759397181756,2060.509489730244
32,2319.759545808768,2048.0676074385196
33,2458.496224013519,1942.586918397826
34,4772.686497595952,3793.571424289043
35,4992.606591009284,3567.1933758788355
36,5016.540338477437,4077.666989910351
37,2261.3500315239744,2009.7630830181918
38,2491.726117778842,1923.1998313854763
39,2373.501313930379,2062.4969551128206
40,2494.545616230337,1986.0545795906196
41,4917.564565201137,3614.8768868974885
42,4973.626661431735,4293.659584371174
43,5088.427619651392,3785.8206058163055
44,2671.7850295171993,1980.3660591077814
45,2678.1325873816795,2027.1410008124576
46,2471.98855014733,1965.5897421166535
47,2619.53050036577,1834.7754995586354
48,4983.570115422833,4031.879424012702
49,4974.016753012245,4317.950452377884
50,4764.573965016022,3936.5984376776123
51,2553.0536572050805,2163.822868751981
52,2677.688307064549,2132.137128745575
53,2679.557304268609,1922.2240275329966
54,2663.5917559290924,2209.871241693644
55,4766.683507294643,3642.28724265943
56,4850.982590544598,3864.1779899165745
57,4777.613520611967,3749.706061688673
58,2578.3484169592034,2068.9322831468103
59,2512.521273034672,2033.4232701076035
60,2739.6536153094835,2093.0089700841345
